Desc	Data	NLSE	TCE	RSQ	WFF	
"Champion16"	"Training"	0.0002176966090799	0.0	0.9997823033909	"y = 0.0003899495204634+(-3.52833139363E-05*min(max(ninteger(A) , abs(A)) , avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)))))+(3.999851259599*avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)))+(1.356961363123E-06*(max(max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(x0)))) , abs(A)) , abs(A)) + (max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(A)))) , abs(abs(fraction(B)))) % (abs(fraction(x0)) - A))));"	
"Champion16"	"Testing"	0.0004003722629765	0.0	0.999599627737	"y = 0.0003899495204634+(-3.52833139363E-05*min(max(ninteger(A) , abs(A)) , avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)))))+(3.999851259599*avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)))+(1.356961363123E-06*(max(max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(x0)))) , abs(A)) , abs(A)) + (max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(A)))) , abs(abs(fraction(B)))) % (abs(fraction(x0)) - A))));"	
"Champion17"	"Training"	0.0002177104078399	0.0	0.9997822895922	"y = 0.0004715679313339+(3.999858484884*min(avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))) , avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)))))+(5.312279050354E-05*max(max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(x0)))) , abs(A)) , abs(A)))+(-0.0001513329520109*max(cos(x0) , cos(A)));"	
"Champion17"	"Testing"	0.0004005257900645	0.0	0.9995994742099	"y = 0.0004715679313339+(3.999858484884*min(avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))) , avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)))))+(5.312279050354E-05*max(max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(x0)))) , abs(A)) , abs(A)))+(-0.0001513329520109*max(cos(x0) , cos(A)));"	
"Champion18"	"Training"	0.0002177139227873	0.0	0.9997822860772	"y = 0.0001099952583444+(-6.645902939225E-06*max((max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(A)))) , abs(A)) % (abs(fraction(x0)) - A)) , (ninteger(B) % abs(fraction(abs(A))))))+(1.999744610057*avg(tan(x0) , A))+(0.0008021164985141*avg(max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))) , abs(fraction(x0)))) , abs(A)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))));"	
"Champion18"	"Testing"	0.0004001983882692	0.0	0.9995998016117	"y = 0.0001099952583444+(-6.645902939225E-06*max((max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(A)))) , abs(A)) % (abs(fraction(x0)) - A)) , (ninteger(B) % abs(fraction(abs(A))))))+(1.999744610057*avg(tan(x0) , A))+(0.0008021164985141*avg(max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))) , abs(fraction(x0)))) , abs(A)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))));"	
"Champion19"	"Training"	0.0002177147045593	0.0	0.9997822852954	"y = 0.0003853646344637+(-2.017637765652E-05*min(avg(tan(x0) , A) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(tan(x0)) , B))))+(7.999705438912*avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , abs(fraction(x0))))+(0.0*avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))));"	
"Champion19"	"Testing"	0.0004002860487562	0.0	0.9995997139512	"y = 0.0003853646344637+(-2.017637765652E-05*min(avg(tan(x0) , A) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(tan(x0)) , B))))+(7.999705438912*avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , abs(fraction(x0))))+(0.0*avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))));"	
"Champion20"	"Training"	0.0002177833701312	0.0	0.9997822166299	"y = 0.0004033273066806+(-4.674984388371E-05*max(max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(x0)))) , abs(A)) , abs(A)))+(2.197654406244E-05*max(ninteger(B) , cos(A)))+(3.99976555638*avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))));"	
"Champion20"	"Testing"	0.0004010788145323	0.0	0.9995989211855	"y = 0.0004033273066806+(-4.674984388371E-05*max(max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(x0)))) , abs(A)) , abs(A)))+(2.197654406244E-05*max(ninteger(B) , cos(A)))+(3.99976555638*avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))));"	
"Champion21"	"Training"	0.0002177919651696	0.0	0.9997822080348	"y = 0.0004215493350689+(-8.542854012293E-05*max(max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(x0)))) , abs(A)) , abs(A)))+(3.205952381926E-05*max(ninteger(B) , cos(B)))+(3.999726161393*avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))));"	
"Champion21"	"Testing"	0.0004012212716269	0.0	0.9995987787284	"y = 0.0004215493350689+(-8.542854012293E-05*max(max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(x0)))) , abs(A)) , abs(A)))+(3.205952381926E-05*max(ninteger(B) , cos(B)))+(3.999726161393*avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))));"	
"Champion22"	"Training"	0.0002178511391132	0.0	0.9997821488609	"y = 0.0003916646609225+(1.274364131218E-05*(max((max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(A)))) , abs(A)) % (abs(fraction(x0)) - A)) , (ninteger(B) % abs(fraction(x0)))) % (abs(fraction(x0)) - A)))+(0.0*((if (avg(max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(x0)))) , abs(A)) , ((ninteger(B) % abs(fraction(x0))) % (abs(fraction(x0)) - A))) == (B + A)) {B} else {(A + A)}) % (abs(fraction(x0)) - A)))+(3.999814787115*avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))));"	
"Champion22"	"Testing"	0.0004005769363267	0.0	0.9995994230637	"y = 0.0003916646609225+(1.274364131218E-05*(max((max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(A)))) , abs(A)) % (abs(fraction(x0)) - A)) , (ninteger(B) % abs(fraction(x0)))) % (abs(fraction(x0)) - A)))+(0.0*((if (avg(max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(x0)))) , abs(A)) , ((ninteger(B) % abs(fraction(x0))) % (abs(fraction(x0)) - A))) == (B + A)) {B} else {(A + A)}) % (abs(fraction(x0)) - A)))+(3.999814787115*avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))));"	
"Champion23"	"Training"	0.0002179315787691	0.0	0.9997820684212	"y = 0.000456974566235+(7.426558895703E-05*(((if (avg(max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(x0)))) , abs(A)) , ((ninteger(B) % abs(fraction(x0))) % (abs(fraction(x0)) - A))) == (B + A)) {B} else {(A + A)}) % (abs(fraction(x0)) - A)) - max(max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(x0)))) , abs(A)) , abs(A))))+(2.670294026182E-05*(max((max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(A)))) , abs(A)) % (abs(fraction(x0)) - A)) , (ninteger(B) % abs(fraction(max(cos(B) , cos(A)))))) % (abs(fraction(x0)) - A)))+(3.555341767058*avg(avg(avg((min(x0 , A) - B) , min(avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))) , avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))));"	
"Champion23"	"Testing"	0.0004001641227155	0.0	0.9995998358773	"y = 0.000456974566235+(7.426558895703E-05*(((if (avg(max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(x0)))) , abs(A)) , ((ninteger(B) % abs(fraction(x0))) % (abs(fraction(x0)) - A))) == (B + A)) {B} else {(A + A)}) % (abs(fraction(x0)) - A)) - max(max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(x0)))) , abs(A)) , abs(A))))+(2.670294026182E-05*(max((max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(A)))) , abs(A)) % (abs(fraction(x0)) - A)) , (ninteger(B) % abs(fraction(max(cos(B) , cos(A)))))) % (abs(fraction(x0)) - A)))+(3.555341767058*avg(avg(avg((min(x0 , A) - B) , min(avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))) , avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))));"	
"Champion24"	"Training"	0.0002179698565243	0.0	0.9997820301435	"y = 0.0003049078651373+(0.0001026736367074*max(cos(B) , (max(avg((abs(fraction(B)) * (x0*x0*x0)) , avg((min(A , A) - x0) , abs(fraction(B)))) , abs(A)) % (max(avg((abs(fraction(A)) * (x0*x0*x0)) , avg((min(B , A) - x0) , abs(fraction(A)))) , abs(x0)) % (abs(fraction(B)) - x0)))))+(3.237038165775E-05*max(min(((ninteger(B) % abs(fraction(x0))) % (abs(fraction(A)) - A)) , avg(avg((min(x0 , B) - A) , abs(fraction(A))) , avg(tan(x0) , B))) , abs(A)))+(3.999787906272*min(avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))) , avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)))));"	
"Champion24"	"Testing"	0.0004015653209642	0.0	0.999598434679	"y = 0.0003049078651373+(0.0001026736367074*max(cos(B) , (max(avg((abs(fraction(B)) * (x0*x0*x0)) , avg((min(A , A) - x0) , abs(fraction(B)))) , abs(A)) % (max(avg((abs(fraction(A)) * (x0*x0*x0)) , avg((min(B , A) - x0) , abs(fraction(A)))) , abs(x0)) % (abs(fraction(B)) - x0)))))+(3.237038165775E-05*max(min(((ninteger(B) % abs(fraction(x0))) % (abs(fraction(A)) - A)) , avg(avg((min(x0 , B) - A) , abs(fraction(A))) , avg(tan(x0) , B))) , abs(A)))+(3.999787906272*min(avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))) , avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)))));"	
"Champion25"	"Training"	0.0002180079654871	0.0	0.9997819920345	"y = 0.0003713028165604+(3.999755655195*min(avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))) , avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)))))+(0.0001110796129005*max(min(avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))) , avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)))) , cos(A)))+(-4.40567874115E-05*(max(max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(x0)))) , abs(A)) , abs(A)) + max(cos(B) , cos(A))));"	
"Champion25"	"Testing"	0.0004020719955715	0.0	0.9995979280044	"y = 0.0003713028165604+(3.999755655195*min(avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))) , avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)))))+(0.0001110796129005*max(min(avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B))) , avg(avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)) , avg(avg((min(x0 , A) - B) , abs(fraction(x0))) , avg(tan(x0) , B)))) , cos(A)))+(-4.40567874115E-05*(max(max(avg((abs(fraction(A)) * (A*A*A)) , avg((min(x0 , A) - B) , abs(fraction(x0)))) , abs(A)) , abs(A)) + max(cos(B) , cos(A))));"	
