ID	Y00	Y01	Y02	Y03	Y04	Y05	Y06	Y07	Y08	Y09	Y10	Y11	Y12	Y13	Y14	Y15	Y16	Y17	Y18	Y19	Y20	Y21	Y22	Y23	Y24	Y25	
1	-6.240583588433	-6.23698434732	-6.237202867442	-6.236942531159	-6.237296776662	-6.237296776662	-6.237060693855	-6.237002633342	-6.23695299063	-6.237260945039	-6.237042015848	-6.236941858328	-6.236965197102	-6.237191090225	-6.236981340516	-6.236878641663	-6.236963059652	-6.237012674794	-6.237189449695	-6.236964204232	-6.236927961478	-6.236901407267	-6.236961388094	-6.236930963608	-6.236899580507	-6.236895848198	
2	0.4701898400902	0.4692057989703	0.4693365606801	0.4691977779328	0.4693536506977	0.4693536506977	0.469211284492	0.4691624396825	0.4691682513817	0.4693615936519	0.469282928079	0.4691830843863	0.469185296476	0.4693144988164	0.4691925077606	0.4691496551414	0.4691770747661	0.4691735571284	0.4692707909658	0.4691745852877	0.4691554859077	0.4691494109178	0.4691786476378	0.469169894232	0.4692110921372	0.4691395780554	
3	1.490133713779	1.491940399586	1.492008969328	1.491919271745	1.49206482555	1.49206482555	1.491988428664	1.491935121917	1.491903195118	1.492069073978	1.49207583591	1.491903495845	1.491945561067	1.491982213962	1.491955328922	1.491969859647	1.491934173184	1.491949292407	1.492014580346	1.491934944963	1.491904547321	1.491886470461	1.491935214158	1.491918260981	1.491946414106	1.491896395562	
4	-73.00170891977	-73.00306906406	-72.99940627459	-72.99915312914	-72.99957692057	-72.99957692057	-72.9989116645	-72.99941736063	-72.9990082532	-72.99932235394	-72.99831889373	-72.99891206095	-72.99891772247	-72.99906939562	-72.99885001047	-72.99907094507	-72.99884562392	-72.99874659737	-72.99867787373	-72.99880910435	-72.99876777905	-72.99878203947	-72.99884687619	-72.99912712225	-72.99851918367	-72.99852495566	
5	-1.471401660802	-1.472504799922	-1.472372727557	-1.472473932287	-1.472325533876	-1.472325533876	-1.472485963365	-1.472435544235	-1.472501708013	-1.472310406431	-1.472473356172	-1.472480870115	-1.472456549747	-1.472385114657	-1.472459080297	-1.472444631053	-1.472453319128	-1.47244406941	-1.47242173494	-1.472458569695	-1.472448602973	-1.472437162694	-1.472453160798	-1.472430612535	-1.472418942502	-1.472451743504	
6	-0.4314308576685	-0.4252609551897	-0.4251153916503	-0.4252463898673	-0.4250927369952	-0.4250927369952	-0.4252528009375	-0.4252359332421	-0.4252747126097	-0.4250814986313	-0.4252054758064	-0.4252580572705	-0.4252542681571	-0.4251330593013	-0.4252516277771	-0.4252813852959	-0.4252570170316	-0.4252280403584	-0.4251857867117	-0.4252630768617	-0.4252685466799	-0.4252660206494	-0.4252570343696	-0.4252526783145	-0.4252202572256	-0.4252809862414	
7	7.649371620067	7.646397578411	7.646189829763	7.646448153783	7.646084465516	7.646084465516	7.646473713814	7.646435865047	7.646438177541	7.646066658268	7.646325962699	7.646451103676	7.646428791841	7.646199904619	7.646415382285	7.646512669159	7.646429381629	7.646386063166	7.646279864087	7.646367828162	7.646431097946	7.646439563834	7.646367188659	7.646317303372	7.646243012809	7.64639531715	
8	-0.06994311169058	-0.06965354992196	-0.06964633438418	-0.06970391895935	-0.06957215036045	-0.06957215036044	-0.06966024971565	-0.06964973655748	-0.06967074448887	-0.06956211421862	-0.06961882173698	-0.06971357965531	-0.06965078566573	-0.06966530375763	-0.06965248774071	-0.06959889796411	-0.0696570422916	-0.06965208702389	-0.06963043310707	-0.06966147654919	-0.06966395155564	-0.06966920084363	-0.06965625619665	-0.06964716228547	-0.06964908629409	-0.06966138982173	
9	1.260236162696	1.261111067839	1.261318151035	1.261144675129	1.261309773005	1.261309773005	1.261166571656	1.261099066977	1.26111534265	1.261314773135	1.261264775523	1.26112669352	1.261114713776	1.261292069118	1.261128166127	1.261040824071	1.261104515965	1.261105285693	1.261228794756	1.261104903314	1.261070175438	1.261056983322	1.261105659162	1.261082985651	1.261138962731	1.261047462146	
10	3.889671041282	3.890878727605	3.890525502789	3.89076661859	3.890499138819	3.890499138819	3.89079317	3.890748362239	3.890756284196	3.890495022085	3.890692522417	3.890755792992	3.890742186163	3.890513927677	3.890731591016	3.890840211204	3.890735191011	3.890701593866	3.890610558774	3.890737314041	3.890727786811	3.890727496962	3.890710318375	3.890699267592	3.890594547113	3.890686509629	
11	-1.791247267023	-1.785836900325	-1.785866700018	-1.785824419208	-1.785779591551	-1.785779591551	-1.785848173864	-1.785791298693	-1.785789237686	-1.785763167467	-1.785877103112	-1.785831156371	-1.785795075534	-1.785877066923	-1.785807684814	-1.785712397075	-1.785793312121	-1.785814852698	-1.785838898101	-1.785797437598	-1.785772667235	-1.785766024894	-1.785792218284	-1.785751969871	-1.785800552014	-1.785763158421	
12	-0.8315173565597	-0.8285107219458	-0.828222430292	-0.8284384947767	-0.8282612659232	-0.8282612659232	-0.8284772216453	-0.8284724026714	-0.8284626972877	-0.8282486180835	-0.828427767499	-0.8284504669659	-0.8284803050573	-0.8282385151493	-0.8284751855727	-0.8286019120461	-0.8284807086493	-0.8284399020164	-0.8283805766824	-0.8284861060909	-0.8284926668504	-0.8284849810546	-0.8284803075649	-0.8284770602957	-0.8284280860733	-0.8285145779151	
13	1.889046394553	1.894430934661	1.89415936188	1.894364397966	1.894192877887	1.894192877887	1.894378284644	1.894366051768	1.894362108241	1.894195993787	1.894285200004	1.894352653199	1.894351114215	1.894134167202	1.894340029777	1.894451676036	1.894334702088	1.894314778753	1.894246831786	1.894351716971	1.894345928596	1.8943501908	1.894332324224	1.894345957363	1.894178149796	1.894328072954	
14	-0.9401430704355	-0.9365960610903	-0.9367153509597	-0.9365899026564	-0.9366361428912	-0.9366361428912	-0.9366090174921	-0.936586378399	-0.9365672746625	-0.9366226155089	-0.9366416067263	-0.936601735541	-0.9365799718882	-0.9367296556337	-0.9365953630026	-0.9364843220215	-0.9365850433791	-0.9366121988268	-0.9366574263444	-0.9365333854283	-0.9365681794723	-0.936578902131	-0.936581782288	-0.9365434034636	-0.9366386903394	-0.9365581999607	
15	1.020276316095	1.018477015068	1.018752546165	1.01852565541	1.018705807396	1.018705807396	1.018530394104	1.018480895257	1.018498457203	1.018711659008	1.018629990263	1.018507699974	1.018479067956	1.018727420733	1.018493552353	1.018345200158	1.018470983798	1.018464210987	1.018609979801	1.018469591238	1.018435627549	1.018425322474	1.018471371726	1.018448339688	1.018512797685	1.018407871042	
